variant_id;product_id;article;product_name;color_raw;aroma_id;aroma;size_id;size;price_rub;old_price_rub;height;width;volume;diameter;package_info;material_id;material;composition;details;collection_id;collection;capsule_id;capsule;category_id;category;subcategory_id;subcategory;ready_required;ready_optional;photo_1;photo_2;photo_3;ready_solution_description;available
KD-PD-10259__v001;KD-PD-10259;KD-PD-10259;Тарелка десертная Тайна;Белый / Голубой;;;siz_ca6b1b687c;18 см;4599;;;;;18 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Пламя морских глубин;;/assets/images/6a85b7f0e879a_big.jpg;;;;true
KD-PD-10258__v001;KD-PD-10258;KD-PD-10258;Чайная пара Тайна;Белый / Голубой;;;siz_6c0bc92bb9;250 мл;5599;;;;250 мл;16 см;Кружка 1 шт\nБлюдце 1 шт;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Пламя морских глубин;;/assets/images/69007dfeb92de_big.jpg;;;;true
KD-PD-10244__v001;KD-PD-10244;KD-PD-10244;Блюдо овальное Юрма;Коричневый;;;siz_66438ea56f;23 см;2392;2990;;;;23 см;;mat_83c3ac303b;Керамика;100% керамика;;col_e15812afc0;Юрма;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/6a85ae136bac7_big.jpg;;;;true
KD-PD-10239__v001;KD-PD-10239;KD-PD-10239;Тарелка закусочная Юрма;Коричневый;;;siz_09dec09047;22 см;1912;2390;;;;22 см;;mat_83c3ac303b;Керамика;100% керамика;;col_e15812afc0;Юрма;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/6a85ba9c0ea69_big.jpg;;;;true
KD-PD-1__v001;KD-PD-1;KD-PD-1;Свеча Корона;Белый;aro_fb0224d609;Ваниль;siz_43f3472507;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;Теплый брутализм;/assets/images/6a58eb4c98af8_big.jpg;;;;true
KD-PD-1__v002;KD-PD-1;KD-PD-1;Свеча Корона;Белый;aro_068a1ade53;Кокос;siz_43f3472507;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;Теплый брутализм;/assets/images/6a58eb4c98af8_big.jpg;;;;true
KD-PD-1__v003;KD-PD-1;KD-PD-1;Свеча Корона;Белый;aro_22aa82e2f4;Без аромата;siz_43f3472507;11 см;6599;;;11 см;;;;mat_e08aad5924;Стекло;Воск;;;;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зимняя сказка Пламя морских глубин;Теплый брутализм;/assets/images/6a58eb4c98af8_big.jpg;;;;true
KD-PD-1022__v001;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Белый;;;siz_2f0c3b16c6;Полуторный 140×220 см;9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-WHITE01.png;;;;true
KD-PD-1022__v002;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Белый;;;siz_fc83c1a9eb;Евро 200×220 см;14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-WHITE01.png;;;;true
KD-PD-1022__v003;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Белый;;;siz_d39de78aa3;Кинг сайз 220×240 см;20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-WHITE01.png;;;;true
KD-PD-1022__v004;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Небесный;;;siz_2f0c3b16c6;Полуторный 140×220 см;9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-BLUE01.png;;;;true
KD-PD-1022__v005;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Небесный;;;siz_fc83c1a9eb;Евро 200×220 см;14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-BLUE01.png;;;;true
KD-PD-1022__v006;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Небесный;;;siz_d39de78aa3;Кинг сайз 220×240 см;20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-BLUE01.png;;;;true
KD-PD-1022__v007;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Ночной синий;;;siz_2f0c3b16c6;Полуторный 140×220 см;9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-DARK01.png;;;;true
KD-PD-1022__v008;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Ночной синий;;;siz_fc83c1a9eb;Евро 200×220 см;14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-DARK01.png;;;;true
KD-PD-1022__v009;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Ночной синий;;;siz_d39de78aa3;Кинг сайз 220×240 см;20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-DARK01.png;;;;true
KD-PD-1022__v010;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Пудровый;;;siz_2f0c3b16c6;Полуторный 140×220 см;9599;;140 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-PUDRA01.png;;;;true
KD-PD-1022__v011;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Пудровый;;;siz_fc83c1a9eb;Евро 200×220 см;14599;;200 см;220 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-PUDRA01.png;;;;true
KD-PD-1022__v012;KD-PD-1022;KD-PD-1022;Пододеяльник из сатина;Пудровый;;;siz_d39de78aa3;Кинг сайз 220×240 см;20599;;220 см;240 см;;;;mat_1afde5d89a;Шелк;100% Сатин;;;;;;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;;;/assets/images/KD-PD-1022-PUDRA01.png;;;;true
